#multi:
 cart  mass A  
t x y x y 
1.114175E1 6.274344E-2 -3.910526E-2 7.247254E-2 -4.131228E-1
1.115843E1 6.274342E-2 -3.911273E-2 6.578549E-2 -4.136380E-1
1.117511E1 6.274626E-2 -3.910673E-2 5.974952E-2 -4.143015E-1
1.119179E1 6.274812E-2 -3.910963E-2 5.379292E-2 -4.149648E-1
1.120847E1 6.274666E-2 -3.911329E-2 4.835229E-2 -4.157986E-1
1.122514E1 6.275332E-2 -3.911708E-2 3.865060E-2 -4.146924E-1
1.124182E1 6.275267E-2 -3.911917E-2 3.489000E-2 -4.134389E-1
1.125850E1 6.276548E-2 -3.905649E-2 2.904018E-2 -4.134389E-1
1.127518E1 6.275022E-2 -3.902426E-2 2.360820E-2 -4.142746E-1
1.129186E1 6.274747E-2 -3.899560E-2 2.132539E-2 -4.167995E-1
1.130854E1 6.274025E-2 -3.897527E-2 1.625131E-2 -4.160576E-1
1.132522E1 6.273823E-2 -3.900757E-2 1.268549E-2 -4.155891E-1
1.134190E1 6.276031E-2 -3.903723E-2 9.459375E-3 -4.161641E-1
1.135858E1 6.275361E-2 -3.905447E-2 6.869076E-3 -4.156884E-1
1.137526E1 6.275648E-2 -3.915852E-2 4.644912E-3 -4.160935E-1
1.139194E1 6.275314E-2 -3.914641E-2 3.066316E-3 -4.160543E-1
1.140862E1 6.275056E-2 -3.913847E-2 2.143848E-3 -4.161050E-1
1.142530E1 6.274951E-2 -3.913188E-2 1.656887E-3 -4.159290E-1
1.144198E1 6.274584E-2 -3.908981E-2 2.397090E-3 -4.164905E-1
1.145865E1 6.274240E-2 -3.907611E-2 3.055785E-3 -4.169140E-1
1.147533E1 6.274146E-2 -3.908010E-2 4.947086E-3 -4.174342E-1
1.149201E1 6.274535E-2 -3.902998E-2 6.832986E-3 -4.174648E-1
1.150869E1 6.275543E-2 -3.903006E-2 9.780971E-3 -4.183434E-1
1.152537E1 6.275212E-2 -3.904281E-2 1.289685E-2 -4.188219E-1
1.154205E1 6.276872E-2 -3.905580E-2 1.706004E-2 -4.194560E-1
1.155873E1 6.276261E-2 -3.906695E-2 2.194940E-2 -4.202936E-1
1.157541E1 6.275803E-2 -3.907647E-2 2.625242E-2 -4.203029E-1
1.159209E1 6.275218E-2 -3.907359E-2 3.219770E-2 -4.209877E-1
1.160877E1 6.274598E-2 -3.906039E-2 3.757516E-2 -4.208259E-1
1.162545E1 6.274560E-2 -3.906811E-2 4.312432E-2 -4.209869E-1
1.164213E1 6.274738E-2 -3.906289E-2 4.928671E-2 -4.208110E-1
1.165881E1 6.274774E-2 -3.907024E-2 5.551181E-2 -4.209581E-1
1.167549E1 6.274964E-2 -3.907436E-2 6.110787E-2 -4.199764E-1
1.169216E1 6.275226E-2 -3.907301E-2 6.674451E-2 -4.193805E-1
1.170884E1 6.275952E-2 -3.907835E-2 7.238898E-2 -4.186060E-1
1.172552E1 6.275853E-2 -3.908079E-2 7.829208E-2 -4.177405E-1
1.174220E1 6.276432E-2 -3.903195E-2 8.396404E-2 -4.168454E-1
1.175888E1 6.276596E-2 -3.904775E-2 8.963800E-2 -4.159372E-1
1.177556E1 6.276506E-2 -3.905692E-2 9.350434E-2 -4.148510E-1
1.179224E1 6.276388E-2 -3.906463E-2 9.771772E-2 -4.136013E-1
1.180892E1 6.276333E-2 -3.907050E-2 1.024418E-1 -4.125510E-1
1.182560E1 6.277051E-2 -3.909239E-2 1.059266E-1 -4.112382E-1
1.184228E1 6.277304E-2 -3.913306E-2 1.095975E-1 -4.100664E-1
1.185896E1 6.273777E-2 -3.912197E-2 1.128013E-1 -4.090745E-1
1.187564E1 6.274852E-2 -3.912182E-2 1.150238E-1 -4.081687E-1
1.189232E1 6.275353E-2 -3.912216E-2 1.172250E-1 -4.074604E-1
1.190899E1 6.272916E-2 -3.918093E-2 1.184433E-1 -4.067476E-1
1.192567E1 6.274095E-2 -3.915578E-2 1.190436E-1 -4.062774E-1
1.194235E1 6.275580E-2 -3.909492E-2 1.194401E-1 -4.057798E-1
1.195903E1 6.275379E-2 -3.909827E-2 1.190575E-1 -4.056472E-1
1.197571E1 6.276973E-2 -3.909742E-2 1.181113E-1 -4.056528E-1
1.199239E1 6.276573E-2 -3.898584E-2 1.165307E-1 -4.057750E-1
1.200907E1 6.277247E-2 -3.903907E-2 1.142706E-1 -4.059758E-1
1.202575E1 6.276741E-2 -3.905332E-2 1.115907E-1 -4.064099E-1
1.204243E1 6.277592E-2 -3.915217E-2 1.083148E-1 -4.068896E-1
1.205911E1 6.277124E-2 -3.913556E-2 1.048645E-1 -4.074131E-1
1.207579E1 6.276229E-2 -3.914767E-2 1.008644E-1 -4.081365E-1
1.209247E1 6.276209E-2 -3.914061E-2 9.638520E-2 -4.088820E-1
1.210915E1 6.275170E-2 -3.912615E-2 9.174550E-2 -4.098432E-1
1.212583E1 6.275217E-2 -3.910418E-2 8.672089E-2 -4.107474E-1
1.214250E1 6.275057E-2 -3.905729E-2 8.133775E-2 -4.115726E-1
1.215918E1 6.275257E-2 -3.906740E-2 7.528870E-2 -4.125067E-1
1.217586E1 6.277502E-2 -3.901635E-2 6.975961E-2 -4.133378E-1
1.219254E1 6.277211E-2 -3.903406E-2 6.435710E-2 -4.139859E-1
1.220922E1 6.276539E-2 -3.903720E-2 5.763825E-2 -4.143943E-1
1.222590E1 6.275262E-2 -3.902105E-2 5.224004E-2 -4.151680E-1
1.224258E1 6.275967E-2 -3.898199E-2 4.575395E-2 -4.138567E-1
1.225926E1 6.275546E-2 -3.894747E-2 3.865060E-2 -4.138567E-1
1.227594E1 6.276125E-2 -3.890678E-2 3.447215E-2 -4.138567E-1
1.229262E1 6.276170E-2 -3.894133E-2 2.820449E-2 -4.138567E-1
1.230930E1 6.276169E-2 -3.896817E-2 2.319036E-2 -4.134389E-1
1.232598E1 6.276213E-2 -3.911455E-2 2.341837E-2 -4.167520E-1
1.234266E1 6.275547E-2 -3.919100E-2 1.835817E-2 -4.157929E-1
1.235933E1 6.275693E-2 -3.916795E-2 1.501068E-2 -4.157766E-1
1.237601E1 6.275917E-2 -3.919467E-2 1.202936E-2 -4.160154E-1
1.239269E1 6.273700E-2 -3.921177E-2 9.782484E-3 -4.159098E-1
1.240937E1 6.273262E-2 -3.918406E-2 7.939912E-3 -4.160677E-1
1.242605E1 6.273866E-2 -3.916348E-2 6.752807E-3 -4.158286E-1
1.244273E1 6.275327E-2 -3.914517E-2 5.829150E-3 -4.159587E-1
1.245941E1 6.275248E-2 -3.913777E-2 5.596118E-3 -4.161121E-1
1.247609E1 6.275268E-2 -3.913189E-2 6.591562E-3 -4.166395E-1
1.249277E1 6.275292E-2 -3.911150E-2 8.135375E-3 -4.173986E-1
1.250945E1 6.276364E-2 -3.905973E-2 9.603440E-3 -4.177507E-1
1.252613E1 6.276125E-2 -3.906869E-2 1.224229E-2 -4.182772E-1
1.254281E1 6.274557E-2 -3.906305E-2 1.489519E-2 -4.184622E-1
1.255949E1 6.274527E-2 -3.907119E-2 1.854022E-2 -4.188902E-1
1.257617E1 6.274527E-2 -3.907835E-2 2.189255E-2 -4.191397E-1
1.259284E1 6.274504E-2 -3.908190E-2 2.660017E-2 -4.199502E-1
1.260952E1 6.274591E-2 -3.908137E-2 3.089081E-2 -4.200589E-1
1.262620E1 6.274317E-2 -3.907260E-2 3.562398E-2 -4.202350E-1
1.264288E1 6.274382E-2 -3.897358E-2 4.059514E-2 -4.202254E-1
1.265956E1 6.274439E-2 -3.899671E-2 4.618869E-2 -4.203506E-1
1.267624E1 6.274347E-2 -3.903623E-2 5.205312E-2 -4.202579E-1
1.269292E1 6.274307E-2 -3.910836E-2 5.809041E-2 -4.200678E-1
1.270960E1 6.274692E-2 -3.910331E-2 6.328476E-2 -4.193016E-1
1.272628E1 6.274217E-2 -3.910284E-2 6.845953E-2 -4.184530E-1
1.274296E1 6.274601E-2 -3.909024E-2 7.476254E-2 -4.184037E-1
1.275964E1 6.275057E-2 -3.909057E-2 8.001473E-2 -4.174476E-1
1.277632E1 6.275401E-2 -3.909026E-2 8.509827E-2 -4.166181E-1
1.279300E1 6.275759E-2 -3.909461E-2 8.852466E-2 -4.157088E-1
1.280967E1 6.275664E-2 -3.909387E-2 9.333094E-2 -4.147678E-1
1.282635E1 6.275638E-2 -3.909309E-2 9.688210E-2 -4.136076E-1
1.284303E1 6.274790E-2 -3.914369E-2 1.007639E-1 -4.125824E-1
1.285971E1 6.274584E-2 -3.913230E-2 1.044224E-1 -4.116990E-1
1.287639E1 6.278836E-2 -3.912783E-2 1.073140E-1 -4.108295E-1
1.289307E1 6.278245E-2 -3.912402E-2 1.099028E-1 -4.099420E-1
1.290975E1 6.281383E-2 -3.914398E-2 1.122283E-1 -4.091200E-1
1.292643E1 6.280662E-2 -3.928355E-2 1.139059E-1 -4.084619E-1
1.294311E1 6.278683E-2 -3.928906E-2 1.147887E-1 -4.077906E-1
1.295979E1 6.277277E-2 -3.925633E-2 1.149658E-1 -4.073111E-1
1.297647E1 6.276117E-2 -3.931720E-2 1.148700E-1 -4.071618E-1
1.299315E1 6.276014E-2 -3.929643E-2 1.141010E-1 -4.067882E-1
1.300983E1 6.276054E-2 -3.926205E-2 1.131330E-1 -4.068129E-1
1.302651E1 6.275477E-2 -3.925817E-2 1.114903E-1 -4.069553E-1
1.304318E1 6.276982E-2 -3.931339E-2 1.092025E-1 -4.072929E-1
1.305986E1 6.277156E-2 -3.926115E-2 1.065603E-1 -4.077961E-1
1.307654E1 6.277281E-2 -3.922591E-2 1.034891E-1 -4.082655E-1
1.309322E1 6.277278E-2 -3.920216E-2 9.996978E-2 -4.088839E-1
1.310990E1 6.277507E-2 -3.918555E-2 9.570054E-2 -4.095943E-1
1.312658E1 6.276975E-2 -3.916564E-2 9.154463E-2 -4.101426E-1
1.314326E1 6.277064E-2 -3.916132E-2 8.718213E-2 -4.109555E-1
1.315994E1 6.277201E-2 -3.918416E-2 8.249820E-2 -4.115656E-1
1.317662E1 6.276501E-2 -3.917350E-2 7.764830E-2 -4.123185E-1
1.319330E1 6.276033E-2 -3.923059E-2 7.258180E-2 -4.131796E-1
1.320998E1 6.276904E-2 -3.919307E-2 6.743555E-2 -4.140448E-1
1.322666E1 6.276972E-2 -3.918306E-2 6.240592E-2 -4.148204E-1
1.324334E1 6.277035E-2 -3.917669E-2 5.641403E-2 -4.153897E-1
1.326002E1 6.277821E-2 -3.923100E-2 5.161880E-2 -4.161043E-1
1.327669E1 6.277460E-2 -3.920201E-2 4.241119E-2 -4.142746E-1
1.329337E1 6.277551E-2 -3.919328E-2 3.865060E-2 -4.146924E-1
1.331005E1 6.277506E-2 -3.920487E-2 3.489000E-2 -4.151103E-1
1.332673E1 6.277091E-2 -3.933326E-2 3.196509E-2 -4.155281E-1
1.334341E1 6.275439E-2 -3.929422E-2 2.653311E-2 -4.155281E-1
1.336009E1 6.275647E-2 -3.928945E-2 2.618833E-2 -4.187531E-1
1.337677E1 6.271644E-2 -3.928653E-2 2.171629E-2 -4.173786E-1
1.339345E1 6.276312E-2 -3.926576E-2 1.877206E-2 -4.177845E-1
1.341013E1 6.276408E-2 -3.917457E-2 1.622158E-2 -4.179511E-1
1.342681E1 6.276549E-2 -3.917463E-2 1.490187E-2 -4.182678E-1
1.344349E1 6.276627E-2 -3.917285E-2 1.328213E-2 -4.183165E-1
1.346017E1 6.278204E-2 -3.917260E-2 1.223677E-2 -4.185607E-1
1.347685E1 6.277955E-2 -3.917338E-2 1.166419E-2 -4.184562E-1
1.349352E1 6.278144E-2 -3.917527E-2 1.224006E-2 -4.192074E-1
1.351020E1 6.278052E-2 -3.916641E-2 1.268227E-2 -4.190367E-1
1.352688E1 6.277899E-2 -3.916967E-2 1.411867E-2 -4.198355E-1
1.354356E1 6.276226E-2 -3.920805E-2 1.564819E-2 -4.201642E-1
1.356024E1 6.276519E-2 -3.919734E-2 1.766500E-2 -4.200259E-1
1.357692E1 6.276746E-2 -3.918987E-2 2.069486E-2 -4.208357E-1
1.359360E1 6.276905E-2 -3.918567E-2 2.366323E-2 -4.213357E-1
1.361028E1 6.276822E-2 -3.920121E-2 2.781148E-2 -4.219037E-1
1.362696E1 6.277066E-2 -3.919609E-2 3.175042E-2 -4.216322E-1
1.364364E1 6.277089E-2 -3.919244E-2 3.566861E-2 -4.218217E-1
1.366032E1 6.277143E-2 -3.918973E-2 4.006564E-2 -4.217318E-1
1.367700E1 6.277066E-2 -3.919684E-2 4.491724E-2 -4.217582E-1
1.369368E1 6.276426E-2 -3.925678E-2 5.023797E-2 -4.215627E-1
1.371036E1 6.276633E-2 -3.925389E-2 5.548248E-2 -4.217416E-1
1.372703E1 6.276923E-2 -3.937300E-2 5.999925E-2 -4.209060E-1
1.374371E1 6.277081E-2 -3.935244E-2 6.486933E-2 -4.202045E-1
1.376039E1 6.277665E-2 -3.947722E-2 6.961486E-2 -4.195853E-1
1.377707E1 6.277673E-2 -3.942593E-2 7.542331E-2 -4.192246E-1
1.379375E1 6.277771E-2 -3.937661E-2 8.009976E-2 -4.182822E-1
1.381043E1 6.277950E-2 -3.934107E-2 8.470627E-2 -4.175668E-1
1.382711E1 6.277584E-2 -3.932009E-2 8.917402E-2 -4.165801E-1
1.384379E1 6.277703E-2 -3.929650E-2 9.329472E-2 -4.156909E-1
1.386047E1 6.277860E-2 -3.928111E-2 9.710294E-2 -4.147189E-1
1.387715E1 6.278680E-2 -3.935175E-2 1.002309E-1 -4.139393E-1
1.389383E1 6.278621E-2 -3.932606E-2 1.031786E-1 -4.131188E-1
1.391051E1 6.278320E-2 -3.939362E-2 1.057229E-1 -4.123661E-1
1.392719E1 6.278412E-2 -3.936102E-2 1.077644E-1 -4.116476E-1
1.394386E1 6.278473E-2 -3.933415E-2 1.091785E-1 -4.109686E-1
1.396054E1 6.278500E-2 -3.931290E-2 1.103036E-1 -4.104505E-1
1.397722E1 6.277516E-2 -3.941163E-2 1.107144E-1 -4.099539E-1
1.399390E1 6.277707E-2 -3.937783E-2 1.105735E-1 -4.096915E-1
1.401058E1 6.278466E-2 -3.938607E-2 1.106267E-1 -4.095578E-1
1.402726E1 6.276373E-2 -3.963297E-2 1.098004E-1 -4.094341E-1
1.404394E1 6.271951E-2 -3.986875E-2 1.082999E-1 -4.094962E-1
1.406062E1 6.273041E-2 -3.993964E-2 1.064994E-1 -4.097121E-1
1.407730E1 6.273769E-2 -3.997678E-2 1.042337E-1 -4.101311E-1
1.409398E1 6.274388E-2 -3.999882E-2 1.015972E-1 -4.106267E-1
1.411066E1 6.275243E-2 -4.005603E-2 9.851158E-2 -4.110960E-1
1.412734E1 6.276040E-2 -4.013297E-2 9.505859E-2 -4.116963E-1
1.414402E1 6.276024E-2 -4.011437E-2 9.143503E-2 -4.123677E-1
1.416070E1 6.276006E-2 -4.011589E-2 8.746468E-2 -4.130568E-1
1.417737E1 6.276006E-2 -4.010285E-2 8.330104E-2 -4.139383E-1
1.419405E1 6.276034E-2 -4.011203E-2 7.843179E-2 -4.145585E-1
1.421073E1 6.275589E-2 -4.013261E-2 7.365195E-2 -4.152111E-1
1.422741E1 6.271137E-2 -4.016675E-2 6.895123E-2 -4.159296E-1
1.424409E1 6.276052E-2 -4.014910E-2 6.440069E-2 -4.165616E-1
1.426077E1 6.275966E-2 -4.013610E-2 5.981506E-2 -4.174115E-1
1.427745E1 6.276032E-2 -4.011905E-2 5.550694E-2 -4.184391E-1
1.429413E1 6.263390E-2 -4.018104E-2 4.993239E-2 -4.184530E-1
1.431081E1 6.266099E-2 -4.016937E-2 4.366473E-2 -4.180352E-1
1.432749E1 6.268934E-2 -4.022658E-2 3.906844E-2 -4.180352E-1
1.434417E1 6.269696E-2 -4.026206E-2 3.530784E-2 -4.167817E-1
1.436085E1 6.270789E-2 -4.024718E-2 3.071155E-2 -4.167817E-1
1.437753E1 6.269413E-2 -4.028424E-2 2.695096E-2 -4.167817E-1
1.439421E1 6.269989E-2 -4.023677E-2 2.697705E-2 -4.211346E-1
1.441088E1 6.270912E-2 -4.020100E-2 2.383021E-2 -4.208969E-1
1.442756E1 6.271854E-2 -4.032741E-2 2.110351E-2 -4.211531E-1
1.444424E1 6.271813E-2 -4.027587E-2 1.910102E-2 -4.209069E-1
1.446092E1 6.269068E-2 -4.026433E-2 1.736418E-2 -4.209546E-1
1.447760E1 6.270391E-2 -4.023097E-2 1.684577E-2 -4.214129E-1
1.449428E1 6.271795E-2 -4.021300E-2 1.597044E-2 -4.215759E-1
1.451096E1 6.272279E-2 -4.018837E-2 1.567712E-2 -4.218173E-1
1.452764E1 6.270426E-2 -4.031903E-2 1.590398E-2 -4.217761E-1
1.454432E1 6.266745E-2 -4.051655E-2 1.726588E-2 -4.225044E-1
1.456100E1 6.268804E-2 -4.071371E-2 1.864444E-2 -4.229081E-1
1.457768E1 6.271130E-2 -4.088573E-2 2.088746E-2 -4.230838E-1
1.459436E1 6.272226E-2 -4.089531E-2 2.297967E-2 -4.235212E-1
1.461104E1 6.272914E-2 -4.092518E-2 2.558149E-2 -4.235762E-1
1.462771E1 6.274086E-2 -4.093206E-2 2.862115E-2 -4.233385E-1
1.464439E1 6.274215E-2 -4.093549E-2 3.172602E-2 -4.234840E-1
1.466107E1 6.274245E-2 -4.095118E-2 3.543163E-2 -4.237459E-1
1.467775E1 6.273978E-2 -4.096293E-2 3.949155E-2 -4.237959E-1
1.469443E1 6.273966E-2 -4.095329E-2 4.392520E-2 -4.235655E-1
1.471111E1 6.273467E-2 -4.096086E-2 4.860769E-2 -4.232747E-1
1.472779E1 6.273697E-2 -4.102351E-2 5.333664E-2 -4.232599E-1
1.474447E1 6.274230E-2 -4.107685E-2 5.748745E-2 -4.225975E-1
1.476115E1 6.274373E-2 -4.106837E-2 6.272018E-2 -4.224046E-1
1.477783E1 6.275232E-2 -4.104324E-2 6.697825E-2 -4.216438E-1
1.479451E1 6.275332E-2 -4.101778E-2 7.135363E-2 -4.211271E-1
1.481119E1 6.275169E-2 -4.098388E-2 7.540064E-2 -4.201102E-1
1.482787E1 6.275049E-2 -4.097037E-2 7.971859E-2 -4.194689E-1
1.484455E1 6.274384E-2 -4.105470E-2 8.383189E-2 -4.185713E-1
1.486122E1 6.274360E-2 -4.104772E-2 8.788668E-2 -4.175643E-1
1.487790E1 6.274123E-2 -4.110238E-2 9.143182E-2 -4.167916E-1
1.489458E1 6.274550E-2 -4.106820E-2 9.474319E-2 -4.159736E-1
1.491126E1 6.275513E-2 -4.100327E-2 9.800552E-2 -4.151962E-1
1.492794E1 6.275604E-2 -4.098822E-2 1.005814E-1 -4.143462E-1
1.494462E1 6.275670E-2 -4.097536E-2 1.027075E-1 -4.135602E-1
1.496130E1 6.275736E-2 -4.096858E-2 1.041139E-1 -4.128652E-1
1.497798E1 6.275936E-2 -4.093970E-2 1.058026E-1 -4.122524E-1
1.499466E1 6.275825E-2 -4.093926E-2 1.065246E-1 -4.118403E-1
1.501134E1 6.275918E-2 -4.095124E-2 1.072054E-1 -4.116381E-1
1.502802E1 6.275409E-2 -4.097211E-2 1.064709E-1 -4.113492E-1
1.504470E1 6.268693E-2 -4.110186E-2 1.063918E-1 -4.110230E-1
1.506138E1 6.270918E-2 -4.112520E-2 1.051494E-1 -4.108910E-1
1.507805E1 6.272847E-2 -4.117538E-2 1.035624E-1 -4.109088E-1
1.509473E1 6.274338E-2 -4.144901E-2 1.014259E-1 -4.113407E-1
1.511141E1 6.275440E-2 -4.156799E-2 9.949771E-2 -4.116136E-1
1.512809E1 6.276271E-2 -4.152220E-2 9.649919E-2 -4.120608E-1
1.514477E1 6.276716E-2 -4.158438E-2 9.383951E-2 -4.126800E-1
1.516145E1 6.277210E-2 -4.156120E-2 9.065085E-2 -4.133428E-1
1.517813E1 6.277195E-2 -4.161460E-2 8.724319E-2 -4.140415E-1
1.519481E1 6.276923E-2 -4.163869E-2 8.345746E-2 -4.147385E-1
1.521149E1 6.280449E-2 -4.165750E-2 7.880810E-2 -4.153739E-1
1.522817E1 6.278429E-2 -4.168039E-2 7.478833E-2 -4.159857E-1
1.524485E1 6.277208E-2 -4.168886E-2 7.061132E-2 -4.166926E-1
1.526153E1 6.277045E-2 -4.170004E-2 6.638505E-2 -4.174178E-1
1.527821E1 6.276706E-2 -4.170908E-2 6.135401E-2 -4.178535E-1
1.529489E1 6.276804E-2 -4.171391E-2 5.716688E-2 -4.186177E-1
1.531156E1 6.276401E-2 -4.171368E-2 5.160377E-2 -4.184530E-1
1.532824E1 6.276708E-2 -4.171660E-2 4.784317E-2 -4.176173E-1
1.534492E1 6.277506E-2 -4.172591E-2 4.157551E-2 -4.176173E-1
1.536160E1 6.277605E-2 -4.171201E-2 3.823275E-2 -4.176173E-1
1.537828E1 6.277879E-2 -4.169719E-2 3.405431E-2 -4.176173E-1
1.539496E1 6.278237E-2 -4.161268E-2 3.196509E-2 -4.188709E-1
1.541164E1 6.278038E-2 -4.163973E-2 3.140045E-2 -4.217177E-1
1.542832E1 6.277445E-2 -4.165195E-2 2.747580E-2 -4.207328E-1
1.544500E1 6.277569E-2 -4.167382E-2 2.494330E-2 -4.208096E-1
1.546168E1 6.277634E-2 -4.169004E-2 2.283084E-2 -4.211657E-1
1.547836E1 6.277176E-2 -4.179701E-2 2.121282E-2 -4.212735E-1
1.549504E1 6.277366E-2 -4.178353E-2 1.979847E-2 -4.211904E-1
1.551172E1 6.277563E-2 -4.162044E-2 1.888164E-2 -4.212003E-1
1.552840E1 6.277869E-2 -4.159368E-2 1.914235E-2 -4.214422E-1
1.554507E1 6.279290E-2 -4.164404E-2 1.933834E-2 -4.214973E-1
1.556175E1 6.277466E-2 -4.165845E-2 1.966090E-2 -4.219714E-1
1.557843E1 6.277251E-2 -4.162287E-2 2.065722E-2 -4.219043E-1
1.559511E1 6.276039E-2 -4.158351E-2 2.209280E-2 -4.221129E-1
1.561179E1 6.277554E-2 -4.149073E-2 2.510104E-2 -4.222550E-1
1.562847E1 6.277279E-2 -4.155017E-2 2.744774E-2 -4.225027E-1
1.564515E1 6.277060E-2 -4.159218E-2 3.015271E-2 -4.224175E-1
1.566183E1 6.276888E-2 -4.162615E-2 3.339979E-2 -4.225357E-1
1.567851E1 6.277397E-2 -4.164123E-2 3.683637E-2 -4.224964E-1
1.569519E1 6.277221E-2 -4.166207E-2 4.044859E-2 -4.227300E-1
1.571187E1 6.277622E-2 -4.161813E-2 4.454713E-2 -4.227617E-1
1.572855E1 6.281249E-2 -4.147218E-2 4.896522E-2 -4.225792E-1
1.574523E1 6.282419E-2 -4.144691E-2 5.332916E-2 -4.224486E-1
1.576190E1 6.281434E-2 -4.113494E-2 5.720199E-2 -4.220172E-1
1.577858E1 6.283854E-2 -4.093136E-2 6.206929E-2 -4.218650E-1
1.579526E1 6.281902E-2 -4.070887E-2 6.594469E-2 -4.209275E-1
1.581194E1 6.284920E-2 -4.076763E-2 7.036774E-2 -4.199694E-1
1.582862E1 6.282831E-2 -4.078664E-2 7.466986E-2 -4.193005E-1
1.584530E1 6.280927E-2 -4.079898E-2 7.894417E-2 -4.183661E-1
1.586198E1 6.276277E-2 -4.110140E-2 8.308088E-2 -4.174667E-1
1.587866E1 6.259589E-2 -4.129343E-2 8.587988E-2 -4.160695E-1
1.589534E1 6.263131E-2 -4.180989E-2 8.919543E-2 -4.151577E-1
1.591202E1 6.261629E-2 -4.170846E-2 9.226421E-2 -4.144707E-1
1.592870E1 6.269689E-2 -4.138042E-2 9.565319E-2 -4.140381E-1
1.594538E1 6.285214E-2 -4.083397E-2 9.800899E-2 -4.136022E-1
1.596206E1 6.286168E-2 -4.026401E-2 9.994593E-2 -4.127569E-1
1.597874E1 6.287229E-2 -3.975234E-2 1.015170E-1 -4.120821E-1
1.599541E1 6.284589E-2 -3.973900E-2 1.032933E-1 -4.114818E-1
1.601209E1 6.285984E-2 -3.982279E-2 1.039951E-1 -4.108800E-1
1.602877E1 6.282955E-2 -3.987314E-2 1.040326E-1 -4.101214E-1
1.604545E1 6.267070E-2 -4.010982E-2 1.039691E-1 -4.095162E-1
1.606213E1 6.250584E-2 -4.025743E-2 1.038483E-1 -4.092979E-1
1.607881E1 6.229108E-2 -4.019773E-2 1.030993E-1 -4.091214E-1
1.609549E1 6.216759E-2 -4.022980E-2 1.016193E-1 -4.090823E-1
1.611217E1 6.211290E-2 -4.011209E-2 1.000003E-1 -4.092855E-1
1.612885E1 6.218998E-2 -3.969710E-2 9.828365E-2 -4.098425E-1
1.614553E1 6.215849E-2 -3.945201E-2 9.574607E-2 -4.102641E-1
1.616221E1 6.215728E-2 -3.905715E-2 9.319239E-2 -4.107679E-1
1.617889E1 6.213937E-2 -3.896722E-2 9.000696E-2 -4.110424E-1
1.619557E1 6.209868E-2 -3.902304E-2 8.700650E-2 -4.115912E-1
1.621224E1 6.206892E-2 -3.906144E-2 8.306799E-2 -4.121181E-1
1.622892E1 6.204821E-2 -3.900226E-2 7.947911E-2 -4.124171E-1
1.624560E1 6.202811E-2 -3.892459E-2 7.568401E-2 -4.132818E-1
1.626228E1 6.201959E-2 -3.897856E-2 7.181947E-2 -4.139368E-1
1.627896E1 6.205519E-2 -3.891557E-2 6.705617E-2 -4.142200E-1
1.629564E1 6.206539E-2 -3.887333E-2 6.328728E-2 -4.149438E-1
1.631232E1 6.205044E-2 -3.891099E-2 5.858970E-2 -4.152089E-1
1.632900E1 6.203894E-2 -3.892722E-2 5.580338E-2 -4.165126E-1
1.634568E1 6.203717E-2 -3.895548E-2 5.035024E-2 -4.163638E-1
1.636236E1 6.202288E-2 -3.880627E-2 4.533610E-2 -4.163638E-1
1.637904E1 6.202692E-2 -3.883199E-2 4.115766E-2 -4.163638E-1
1.639572E1 6.202153E-2 -3.888363E-2 3.823275E-2 -4.163638E-1
1.641240E1 6.202028E-2 -3.877232E-2 3.489000E-2 -4.171995E-1
1.642908E1 6.202150E-2 -3.875205E-2 3.411159E-2 -4.182599E-1
1.644575E1 6.202324E-2 -3.863367E-2 3.035420E-2 -4.179372E-1
1.646243E1 6.204044E-2 -3.830931E-2 2.811292E-2 -4.176599E-1
1.647911E1 6.203517E-2 -3.822004E-2 2.621336E-2 -4.177989E-1
1.649579E1 6.203613E-2 -3.812708E-2 2.459619E-2 -4.177315E-1
1.651247E1 6.205499E-2 -3.808560E-2 2.329243E-2 -4.175651E-1
1.652915E1 6.205030E-2 -3.812125E-2 2.253186E-2 -4.175146E-1
1.654583E1 6.211402E-2 -3.796193E-2 2.213035E-2 -4.178453E-1
1.656251E1 6.209596E-2 -3.803560E-2 2.225698E-2 -4.177456E-1
1.657919E1 6.208472E-2 -3.791839E-2 2.259793E-2 -4.176413E-1
1.659587E1 6.206922E-2 -3.777904E-2 2.343161E-2 -4.176638E-1
1.661255E1 6.207669E-2 -3.750944E-2 2.464353E-2 -4.179158E-1
1.662923E1 6.207422E-2 -3.732336E-2 2.635507E-2 -4.179005E-1
1.664591E1 6.207313E-2 -3.721866E-2 2.847366E-2 -4.176427E-1
1.666259E1 6.206939E-2 -3.721901E-2 3.079019E-2 -4.177192E-1
1.667926E1 6.210471E-2 -3.722981E-2 3.388300E-2 -4.177966E-1
1.669594E1 6.209068E-2 -3.724263E-2 3.714523E-2 -4.178263E-1
1.671262E1 6.208495E-2 -3.725239E-2 4.057305E-2 -4.177904E-1
1.672930E1 6.207440E-2 -3.708971E-2 4.415030E-2 -4.176351E-1
1.674598E1 6.211884E-2 -3.698626E-2 4.825506E-2 -4.175881E-1
1.676266E1 6.210519E-2 -3.682725E-2 5.240873E-2 -4.174134E-1
1.677934E1 6.209769E-2 -3.673274E-2 5.610346E-2 -4.166949E-1
1.679602E1 6.209475E-2 -3.656219E-2 5.972818E-2 -4.162099E-1
